occupation,maritalStatus,,Y
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,0
Food Preparation & Serving Related,Widowed,,1
Food Preparation & Serving Related,Widowed,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Legal,Single,,0
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,0
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,0
Legal,Single,,0
Legal,Single,,1
Legal,Single,,0
Legal,Single,,1
Legal,Single,,1
Legal,Single,,1
Legal,Single,,0
Legal,Single,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,0
Personal Care & Service,Single,,0
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Personal Care & Service,Single,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,1
Community & Social Services,Unmarried partner,,0
Community & Social Services,Unmarried partner,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Office & Administrative Support,Divorced,,0
Office & Administrative Support,Divorced,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,1
Retired,Married partner,,0
Retired,Married partner,,0
Retired,Married partner,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,0
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,0
Installation Maintenance & Repair,Single,,0
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,1
Installation Maintenance & Repair,Single,,0
Installation Maintenance & Repair,Single,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,1
Food Preparation & Serving Related,Divorced,,0
Food Preparation & Serving Related,Divorced,,1
Protective Service,Single,,0
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,1
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,1
Protective Service,Single,,0
Protective Service,Single,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,0
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,0
Food Preparation & Serving Related,Married partner,,1
Food Preparation & Serving Related,Married partner,,0
Food Preparation & Serving Related,Married partner,,0
Food Preparation & Serving Related,Married partner,,0
Food Preparation & Serving Related,Married partner,,1
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,1
Computer & Mathematical,Unmarried partner,,0
Computer & Mathematical,Unmarried partner,,0
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,1
Healthcare Support,Single,,0
Healthcare Support,Single,,1
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Legal,Single,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,0
Student,Married partner,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,0
Business & Financial,Single,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Student,Unmarried partner,,0
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,1
Student,Unmarried partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,0
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,0
Student,Married partner,,0
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,1
Student,Married partner,,0
Student,Married partner,,0
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,1
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Food Preparation & Serving Related,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
Production Occupations,Divorced,,1
